path,category,orientation,label,master_dimensions,prompt
public/assets/development/measurement.webp,development,landscape,Measurement,3840x2160,"Premium editorial industrial apparel photography for AHM International, an international apparel manufacturing and export company in Karachi, Pakistan. Authentic modern garment-production environment, realistic Pakistani workers where people appear, sophisticated natural lighting, subtle cinematic contrast, highly detailed fabric texture, realistic industrial equipment, premium commercial campaign photography, contemporary global sourcing-company aesthetic, no futuristic machinery, no text, no logos, no distorted anatomy, no staged corporate handshakes, no stock-photo look, consistent color grade across the full website asset library, photorealistic, extremely detailed. Garment laid flat while technician checks measurements using tape and spec sheet, precise QA/development mood."
public/assets/fabrics/polycotton-twill.webp,fabrics,square,Polycotton twill,3000x3000,"Premium editorial industrial apparel photography for AHM International, an international apparel manufacturing and export company in Karachi, Pakistan. Authentic modern garment-production environment, realistic Pakistani workers where people appear, sophisticated natural lighting, subtle cinematic contrast, highly detailed fabric texture, realistic industrial equipment, premium commercial campaign photography, contemporary global sourcing-company aesthetic, no futuristic machinery, no text, no logos, no distorted anatomy, no staged corporate handshakes, no stock-photo look, consistent color grade across the full website asset library, photorealistic, extremely detailed. Macro beige poly-cotton twill showing diagonal weave, soft premium side-light."
public/assets/fabrics/cotton-pique.webp,fabrics,square,Cotton pique,3000x3000,"Premium editorial industrial apparel photography for AHM International, an international apparel manufacturing and export company in Karachi, Pakistan. Authentic modern garment-production environment, realistic Pakistani workers where people appear, sophisticated natural lighting, subtle cinematic contrast, highly detailed fabric texture, realistic industrial equipment, premium commercial campaign photography, contemporary global sourcing-company aesthetic, no futuristic machinery, no text, no logos, no distorted anatomy, no staged corporate handshakes, no stock-photo look, consistent color grade across the full website asset library, photorealistic, extremely detailed. Macro cobalt/navy cotton pique knit, highly detailed loops and texture."
public/assets/fabrics/polyester-performance.webp,fabrics,square,Performance polyester,3000x3000,"Premium editorial industrial apparel photography for AHM International, an international apparel manufacturing and export company in Karachi, Pakistan. Authentic modern garment-production environment, realistic Pakistani workers where people appear, sophisticated natural lighting, subtle cinematic contrast, highly detailed fabric texture, realistic industrial equipment, premium commercial campaign photography, contemporary global sourcing-company aesthetic, no futuristic machinery, no text, no logos, no distorted anatomy, no staged corporate handshakes, no stock-photo look, consistent color grade across the full website asset library, photorealistic, extremely detailed. Macro dark performance polyester knit with breathable microstructure and subtle technical sheen."
public/assets/fabrics/fleece.webp,fabrics,square,Fleece,3000x3000,"Premium editorial industrial apparel photography for AHM International, an international apparel manufacturing and export company in Karachi, Pakistan. Authentic modern garment-production environment, realistic Pakistani workers where people appear, sophisticated natural lighting, subtle cinematic contrast, highly detailed fabric texture, realistic industrial equipment, premium commercial campaign photography, contemporary global sourcing-company aesthetic, no futuristic machinery, no text, no logos, no distorted anatomy, no staged corporate handshakes, no stock-photo look, consistent color grade across the full website asset library, photorealistic, extremely detailed. Macro black fleece pile, dense soft texture, anti-pill visual quality."
public/assets/fabrics/woven.webp,fabrics,square,Woven,3000x3000,"Premium editorial industrial apparel photography for AHM International, an international apparel manufacturing and export company in Karachi, Pakistan. Authentic modern garment-production environment, realistic Pakistani workers where people appear, sophisticated natural lighting, subtle cinematic contrast, highly detailed fabric texture, realistic industrial equipment, premium commercial campaign photography, contemporary global sourcing-company aesthetic, no futuristic machinery, no text, no logos, no distorted anatomy, no staged corporate handshakes, no stock-photo look, consistent color grade across the full website asset library, photorealistic, extremely detailed. Macro dark woven shirting/workwear fabric showing refined yarn structure."
public/assets/fabrics/softshell.webp,fabrics,square,Softshell,3000x3000,"Premium editorial industrial apparel photography for AHM International, an international apparel manufacturing and export company in Karachi, Pakistan. Authentic modern garment-production environment, realistic Pakistani workers where people appear, sophisticated natural lighting, subtle cinematic contrast, highly detailed fabric texture, realistic industrial equipment, premium commercial campaign photography, contemporary global sourcing-company aesthetic, no futuristic machinery, no text, no logos, no distorted anatomy, no staged corporate handshakes, no stock-photo look, consistent color grade across the full website asset library, photorealistic, extremely detailed. Macro charcoal softshell textile with water droplets and subtle stretch surface."
public/assets/export/cartons.webp,export,landscape,Export cartons,3840x2160,"Premium editorial industrial apparel photography for AHM International, an international apparel manufacturing and export company in Karachi, Pakistan. Authentic modern garment-production environment, realistic Pakistani workers where people appear, sophisticated natural lighting, subtle cinematic contrast, highly detailed fabric texture, realistic industrial equipment, premium commercial campaign photography, contemporary global sourcing-company aesthetic, no futuristic machinery, no text, no logos, no distorted anatomy, no staged corporate handshakes, no stock-photo look, consistent color grade across the full website asset library, photorealistic, extremely detailed. Neatly palletized apparel export cartons in clean warehouse, generic AHM-style neutral carton marking only if supplied later."
public/assets/export/carton-marking.webp,export,landscape,Carton marking,3840x2160,"Premium editorial industrial apparel photography for AHM International, an international apparel manufacturing and export company in Karachi, Pakistan. Authentic modern garment-production environment, realistic Pakistani workers where people appear, sophisticated natural lighting, subtle cinematic contrast, highly detailed fabric texture, realistic industrial equipment, premium commercial campaign photography, contemporary global sourcing-company aesthetic, no futuristic machinery, no text, no logos, no distorted anatomy, no staged corporate handshakes, no stock-photo look, consistent color grade across the full website asset library, photorealistic, extremely detailed. Close-up of professional garment export carton labels and markings, all buyer/customer data fictional or blank."
public/assets/export/warehouse.webp,export,landscape,Warehouse,3840x2160,"Premium editorial industrial apparel photography for AHM International, an international apparel manufacturing and export company in Karachi, Pakistan. Authentic modern garment-production environment, realistic Pakistani workers where people appear, sophisticated natural lighting, subtle cinematic contrast, highly detailed fabric texture, realistic industrial equipment, premium commercial campaign photography, contemporary global sourcing-company aesthetic, no futuristic machinery, no text, no logos, no distorted anatomy, no staged corporate handshakes, no stock-photo look, consistent color grade across the full website asset library, photorealistic, extremely detailed. Modern organized apparel export warehouse with racks/pallets and packed cartons, documentary commercial image."
public/assets/export/container-loading.webp,export,landscape,Container loading,3840x2160,"Premium editorial industrial apparel photography for AHM International, an international apparel manufacturing and export company in Karachi, Pakistan. Authentic modern garment-production environment, realistic Pakistani workers where people appear, sophisticated natural lighting, subtle cinematic contrast, highly detailed fabric texture, realistic industrial equipment, premium commercial campaign photography, contemporary global sourcing-company aesthetic, no futuristic machinery, no text, no logos, no distorted anatomy, no staged corporate handshakes, no stock-photo look, consistent color grade across the full website asset library, photorealistic, extremely detailed. Shipping container loading apparel cartons at export facility/warehouse, clean logistics process, no brand logos."
public/assets/case-studies/uniform-apron-program/hero.webp,case-study,landscape,Apron case hero,3840x2160,"Premium editorial industrial apparel photography for AHM International, an international apparel manufacturing and export company in Karachi, Pakistan. Authentic modern garment-production environment, realistic Pakistani workers where people appear, sophisticated natural lighting, subtle cinematic contrast, highly detailed fabric texture, realistic industrial equipment, premium commercial campaign photography, contemporary global sourcing-company aesthetic, no futuristic machinery, no text, no logos, no distorted anatomy, no staged corporate handshakes, no stock-photo look, consistent color grade across the full website asset library, photorealistic, extremely detailed. Anonymized U.S.-style uniform program case study: black bib apron in professional food-service environment, no customer branding."
public/assets/case-studies/uniform-apron-program/product.webp,case-study,square,Apron case product,3000x3000,"Premium editorial industrial apparel photography for AHM International, an international apparel manufacturing and export company in Karachi, Pakistan. Authentic modern garment-production environment, realistic Pakistani workers where people appear, sophisticated natural lighting, subtle cinematic contrast, highly detailed fabric texture, realistic industrial equipment, premium commercial campaign photography, contemporary global sourcing-company aesthetic, no futuristic machinery, no text, no logos, no distorted anatomy, no staged corporate handshakes, no stock-photo look, consistent color grade across the full website asset library, photorealistic, extremely detailed. Technical front product shot of black bib apron used for anonymized uniform-program case study."
public/assets/case-studies/uniform-apron-program/fabric.webp,case-study,square,Apron case fabric,3000x3000,"Premium editorial industrial apparel photography for AHM International, an international apparel manufacturing and export company in Karachi, Pakistan. Authentic modern garment-production environment, realistic Pakistani workers where people appear, sophisticated natural lighting, subtle cinematic contrast, highly detailed fabric texture, realistic industrial equipment, premium commercial campaign photography, contemporary global sourcing-company aesthetic, no futuristic machinery, no text, no logos, no distorted anatomy, no staged corporate handshakes, no stock-photo look, consistent color grade across the full website asset library, photorealistic, extremely detailed. Macro 65/35 polyester-cotton twill visual, clean technical textile photography, no claim text embedded."
public/assets/case-studies/uniform-apron-program/detail.webp,case-study,square,Apron case detail,3000x3000,"Premium editorial industrial apparel photography for AHM International, an international apparel manufacturing and export company in Karachi, Pakistan. Authentic modern garment-production environment, realistic Pakistani workers where people appear, sophisticated natural lighting, subtle cinematic contrast, highly detailed fabric texture, realistic industrial equipment, premium commercial campaign photography, contemporary global sourcing-company aesthetic, no futuristic machinery, no text, no logos, no distorted anatomy, no staged corporate handshakes, no stock-photo look, consistent color grade across the full website asset library, photorealistic, extremely detailed. Close-up of apron pocket, bar tack, stitching, strap hardware and construction detail."
